ibanSource,amount,transactionType,companyName
AT165100705553006156,509.74,deposit,Gerhold  Labadie and Anderson
SK7000387700809207333074,709.87,withdrawal,Koelpin  Johnston and Paucek
DE31070408680098022748,262.10,withdrawal,Harris  Hudson and Wilderman
IE55236G00200564124009,732.85,payment,Kuhlman  Lind and Kshlerin
IL438305615548170040178,739.59,invoice,Upton - Stehr
LT334099239037064009,18.18,deposit,Swift - Cassin
PT87920080832470252550102,86.50,withdrawal,Green - Conn
MD40DUK6G56637G062555X12,966.57,deposit,Reinger - Prohaska
CH71907879R14G05C0490,412.83,payment,Murray  Schimmel and Welch
ME94366302005001531823,980.01,payment,DuBuque LLC
NO7700488706091,924.66,deposit,Glover Group
CR9720507800859741175,687.28,withdrawal,Koelpin - Simonis
GT1471V1TV29822549VUIT0Y5G5J,161.32,payment,Yost  Emard and Brekke
MT21ZLCZ3802839F551N15M50084W59,25.41,invoice,Grant LLC
HR3903980567279911080,219.23,invoice,Rosenbaum and Sons
JO80IDCC2744256843720088003939,564.78,payment,Witting LLC
NL70RSSQ0014401005,127.78,invoice,Berge  Welch and Balistreri
TR399300312T6231608KNKQ433,706.16,withdrawal,Romaguera - Schaefer
CR8651206900004080096,666.46,payment,Hudson - Lynch
AD062071099980J681I02812,404.11,payment,Batz - Herzog
AZ68943200424606630090032216,680.47,payment,Wunsch  Christiansen and Hermiston
TL340396063812300302004,403.22,deposit,Shanahan Group
JO57ECSU0163599092270505143541,539.72,payment,Baumbach LLC
BR4750945006007120028600120J4,863.09,withdrawal,Ratke Group
PT08006711597100860017003,80.83,invoice,Leannon LLC
QA63USUH728K3933T888911821750,220.06,payment,Walker and Sons
GL5858844630748735,529.53,invoice,Barrows  Bode and Russel
CZ8503630503355300465081,861.69,payment,Ziemann  Dicki and Becker
BR0630278010372432003003070D0,975.80,payment,Wiegand and Sons
GL1300076000622810,202.15,deposit,Pouros - Harber
DE82042540879960059006,695.51,withdrawal,Flatley  Stehr and Champlin
MT57PLHV50042O4UGK9850I84SS3996,618.69,withdrawal,Fay - Towne
LT614572800700077279,573.15,withdrawal,Jones LLC
AZ97435220026818001370010028,398.30,payment,Harber - Steuber
JO66WYEY2038078007060096060940,385.05,deposit,Luettgen  Stamm and Sporer
TR720020323748733SQ6169WR9,860.38,deposit,Haag  Heathcote and Stoltenberg
HU77040000910069002201700475,658.46,withdrawal,Moore  Schaden and Jacobson
KZ940791EL17Z03816Q9,916.03,invoice,Wolff - Fisher
BG03PVNW0603078M9XIQ95,154.75,payment,Hintz  Orn and Predovic
MC1160004209041100I06P7W237,462.07,withdrawal,Jones Inc
AT090022106084480906,864.77,invoice,Lowe  Rosenbaum and Jacobs
SA9890XX5NY0C7VJ6796818E,147.20,withdrawal,Schmidt Inc
MR0284201053840073620081064,57.01,deposit,Wunsch - Kunze
EE901137549701008989,600.23,invoice,Robel - Cronin
DK4620077695322045,970.53,payment,Schimmel Group
TN9800326006036708109003,39.25,invoice,Gislason Group
ME83370001001007020349,655.53,withdrawal,Kunde  Hilpert and Hyatt
DK4446235300621051,527.16,payment,Bogan - Wintheiser
TL160240013418400408001,547.96,invoice,Medhurst - Watsica
AD5580934574905O71976722,244.14,withdrawal,Hammes  Fay and Kemmer
FI2641617721300622,793.78,withdrawal,Leannon and Sons
MU62IJJT5028695055600501044UID,416.35,invoice,Greenholt Inc
JO61NCUQ7811003881780022004574,28.70,payment,McLaughlin - Lesch
KZ49001D88964172K44B,677.12,payment,Greenfelder LLC
FR690300100527OQ4B63N80S049,894.55,invoice,Ebert Inc
ES7881132080630084718066,619.24,deposit,Hegmann - McClure
GR2847830549NV0124872153B73,661.43,withdrawal,Mitchell and Sons
AE331450018120090095011,497.14,deposit,Heidenreich Group
LU73503288089878389J,700.67,withdrawal,Berge - Mertz
BH94MRKZ68903EKY40VH28,128.18,payment,Miller  Carter and Veum
SI51198150809300323,90.55,deposit,Beatty Inc
SK5103135081544100550007,536.49,deposit,Bins  Christiansen and Reichert
FO3952790020040086,404.17,withdrawal,Tremblay - Halvorson
BA028038508706454736,916.00,withdrawal,Beier  Hermiston and Upton
GE32663397040849008747,768.58,payment,Mueller and Sons
SE3300301045076500484889,566.73,withdrawal,Kemmer  Bauch and Borer
MC854023096125904331X491235,913.40,invoice,Feest Inc
GB50TGJF81077470041191,92.78,payment,Kris Group
FR716905400082409X103486897,478.92,withdrawal,Schamberger - Bednar
IT59S408450400913L86W44688P,456.04,withdrawal,Rogahn Inc
GB21GNWB31170578275323,721.23,payment,Jakubowski LLC
IT30P95030500443511T499054N,81.51,withdrawal,Wiegand Group
AE798260090090109072536,937.92,payment,Kshlerin  Keeling and Roob
TR2858059851B49S2J39985268,232.11,deposit,Gutkowski - Runolfsson
XK760091988773376792,788.37,withdrawal,Hilll Inc
IT25K2005969031T25724355UA2,255.85,deposit,Gleichner - Dibbert
SE5509850076013060800386,499.96,withdrawal,Friesen - Klein
PL88000432457004960060055268,621.70,deposit,Sipes - Waters
AZ40641880210900080203001285,453.18,deposit,Daniel - Altenwerth
NO2425688470032,538.60,payment,Reilly - Bauch
MD619794I57I72424H6L7Y22,538.31,withdrawal,Nikolaus - Rogahn
ES5500247060089662720034,762.47,deposit,Howe  Kirlin and Senger
LT970080100300727032,220.19,payment,Monahan - Beer
BG62ECGY6100209Q7859UI,930.45,invoice,Skiles LLC
RS06392090683090040031,449.53,withdrawal,Parker - Zboncak
CZ8300850042340730063623,221.34,invoice,Douglas  Runte and Lemke
GR82005264375677K377644Q860,926.46,payment,Rolfson - Hegmann
SA9622X34001379641C8521E,781.92,deposit,Harris  Yundt and Davis
KW96ZXJP60W7J472X3M279S6968809,877.34,payment,Upton Inc
SE6670400500600500739467,397.21,withdrawal,Collins - Cummerata
XK063237400181004722,847.42,invoice,Beer - Wilderman
LU7264575763120V608K,562.14,withdrawal,Ratke and Sons
AE882400021909724003006,500.47,invoice,Erdman  Hessel and Mayert
CZ9004020706256911423578,370.60,invoice,Orn Inc
CY030605325475723W6256636689,525.13,deposit,Aufderhar and Sons
DO49STUC00709016167012350737,68.67,payment,Carter - Bradtke
TR71370020205G58964A36T96I,700.18,deposit,Feeney Inc
TN1360075290967055258500,311.96,invoice,Gislason - Hahn
PS74Y422008913033000980084609,457.76,deposit,Daniel Inc
EE800874070932013162,385.73,withdrawal,Blick  Hartmann and Kemmer
LV70IWTW53027053H8519,709.58,invoice,Prosacco  Doyle and Koch
GR754080077E594884138F65WZ8,961.36,invoice,Auer - Macejkovic
SK8250186305066443031646,899.84,withdrawal,Goodwin  Senger and Murray
PK0715753207521501343296,530.24,deposit,Ankunding Inc
CH5060180F6629618O333,640.33,payment,Prosacco - Wiegand
XK525539449250703072,872.06,withdrawal,Rutherford - Kerluke
PS205G79045550094039025140958,379.94,withdrawal,Hickle  Lueilwitz and Waelchi
AE612110072807608508793,922.34,invoice,Hettinger Group
RO89DGEFGT046KS2468W2648,18.52,invoice,Cole  Little and Bergnaum
DO40KJEX10080023012005816005,157.82,withdrawal,Sipes LLC
GT97W9PMC69R986G916MX24225FB,912.31,deposit,Ullrich and Sons
MK454668X5AX90F0452,995.52,payment,Walter Inc
CR4614580064244054006,776.77,payment,Gleason - Hoeger
DO20ELUY20634831016022600218,702.09,payment,Quigley - Walter
GE91W47570017241036626,18.28,withdrawal,Wunsch - Daniel
RO09DISA09311L8423G4L0X7,211.61,payment,Gutmann - Kertzmann
XK485532010611685781,272.08,payment,Becker Inc
PL14060090217901008443005025,42.35,deposit,Braun  Thompson and O'Kon
MT70QFER0194770596L46929184N771,283.32,invoice,Turner  Bosco and Johnston
MK47599P7Z2F193MH79,900.07,deposit,Walsh - Gaylord
MD47458CUA5518E96C555W03,697.60,deposit,Gleichner - Hahn
KW84SJWRTK5482409I8051I516R851,994.15,deposit,Baumbach and Sons
PT76434006134774800170055,531.73,withdrawal,Douglas - Murray
CH2120016961891347202,557.21,withdrawal,Trantow  Schulist and Koss
EE090791005090200577,562.51,withdrawal,Lubowitz - Hoeger
LU16418991245624K0C4,429.62,deposit,Ortiz - McDermott
GE961E9470705805603084,855.54,payment,Keebler - Wuckert
BR6710709504306672343330142K0,889.59,payment,Shanahan - Turner
RO98OJXI75F33B736098L4P1,747.91,invoice,VonRueden Group
BA807041129601396780,202.94,payment,Hamill  Berge and Dare
PL62002390819003265063004116,51.60,withdrawal,Blanda Inc
GB05RTRM60153303129234,724.10,deposit,Casper  White and Botsford
FR270900605596775V463765O65,684.56,invoice,Sipes Inc
LU410014I82294996882,660.53,deposit,Koss  Lemke and Pouros
AZ69Z03L43010063990078006816,273.84,invoice,Welch - Morissette
PL20095044420096075614308478,914.99,withdrawal,Collier LLC
KW19QPPZ21V927008241662330BE14,307.32,withdrawal,Keeling - Strosin
IS861785506045001004524517,845.62,payment,Von and Sons
AD51719023574610425Z8X91,178.31,payment,Towne - Crooks
CR6008290084570019660,302.64,payment,Lemke LLC
BG80JDOJ14314448578230,659.00,deposit,Hintz  Leffler and Beer
DE43002748412060039003,80.35,deposit,Kuphal - Crona
BG03CEFH9118758S4S6XR0,502.46,withdrawal,Sawayn - Bergstrom
PT56900200210052205019187,124.91,deposit,Gibson and Sons
SE9285925830006030040076,750.33,invoice,Jakubowski - Lubowitz
MC58082008914956X9874D31G90,713.36,withdrawal,Schaefer - Rodriguez
RS55784500703300228914,576.98,invoice,Bogan - Beier
MR6490514004630800905540163,266.93,deposit,Hodkiewicz - Ward
GE30Y70254072239200559,154.22,payment,Strosin  Spencer and Bergstrom
RO83AVVYBQ32L7P46F28Q78Y,734.68,invoice,Nolan  Carroll and Stamm
LT931008560200976224,410.07,deposit,Wisoky - Steuber
MR0600014610910170061007064,819.98,deposit,Fritsch Group
IS394071912100783003607038,968.87,payment,Kovacek  Fisher and Schuppe
SE9108080096005720980053,995.02,deposit,Rippin  Runte and Jones
FI9550483333002592,980.09,invoice,Quitzon  Nolan and Hirthe
RO46LKWP5B5038ED5456TSY0,403.20,withdrawal,Rohan LLC
GT908U70U57T032Z5N82894D3X16,618.43,payment,Huel LLC
FO0606933291139053,58.80,withdrawal,Mraz  Schulist and Gleichner
AL9793082149436404783601362T,802.79,invoice,Kirlin - Maggio
SM30H7712392225T57I6B009753,559.56,invoice,O'Keefe Inc
MD53E33081817257G1037N00,235.69,payment,Botsford  Oberbrunner and Frami
BE40826606070266,951.04,payment,Jaskolski  Walker and Hessel
IT81M040684451986W86Z142TH0,999.69,invoice,Becker and Sons
KZ270405102B769V700X,806.50,invoice,Kuhlman Inc
AE330400104800951700075,230.33,withdrawal,Bogisich  Weber and Mueller
HR1083935150506200210,784.75,invoice,Mohr Inc
FR206002939578926Z82452S726,87.32,invoice,Marquardt  Lind and Nolan
SA0380792916U3P412263478,399.41,deposit,Reichel  Romaguera and Kessler
CY435011082732598872W3426990,778.04,deposit,Gibson  Turner and Kessler
MC5000994607574170739879567,848.17,withdrawal,Heidenreich LLC
DO35PKTI56200344745900990371,190.61,payment,Cormier - Cassin
TR12988478E3272K6360AI1653,276.59,withdrawal,Wintheiser - Lesch
GE05J04006003600408010,569.09,payment,O'Reilly - Rutherford
HU65090100253602503894901724,509.80,withdrawal,Johnston  Greenfelder and Collier
MU96SWSS0048093657217879011AAG,636.58,invoice,Kuhic - Leffler
SA976261F87960764GK445G0,597.60,withdrawal,Connelly LLC
SE1320601085041787003085,653.06,payment,Sawayn  Parisian and Krajcik
NL04QGFF0775003584,941.18,withdrawal,Beer - Swift
MK2963641445Y7U6396,896.88,deposit,Hansen  Hammes and Hane
BG28AZSF9705431D894011,650.35,withdrawal,Grant Inc
DE17044029885041020714,576.67,withdrawal,Reichel Inc
LT108627737516004001,21.54,payment,Lind Group
GR5171023896213J48618710251,772.54,withdrawal,Larson and Sons
MU31MUIV3375191001101305446IZT,471.39,withdrawal,O'Hara  Rempel and McLaughlin
AT978215552960879024,469.34,invoice,Lubowitz - O'Reilly
EE762168364600390016,365.82,withdrawal,Block  Kris and Kuhlman
KW62KUBQ679I8733407Q5803443951,733.07,payment,Treutel  Rodriguez and Kerluke
GI19CWIB2L0036688266H49,135.69,payment,Lesch and Sons
GE566X8682032350057500,160.76,invoice,Vandervort - Koss
BG64YRMX4130050486Z301,885.30,withdrawal,Stanton  Beer and Murray
FI5500710305273069,757.88,payment,Nader and Sons
SK7476554002813450264961,565.08,deposit,Schroeder  Kilback and Glover
AE057420151743027030042,6.63,withdrawal,Pagac  Rau and Carter
AE873450779508038040046,640.57,deposit,Ondricka - Rosenbaum
KW86AJPLX165H874201M4794989160,218.30,payment,Hagenes  Krajcik and Kulas
SA75110857L1E7453M347A58,722.89,payment,Buckridge and Sons
FI9403299902233697,840.01,invoice,Abbott  Nicolas and Keebler
AL26019417889H443443F5Q1G6W3,8.92,invoice,Barton and Sons
HU91006370742676330006486023,735.53,withdrawal,Balistreri - Kunde
MT31AGFJ00333282O534K855F38XH7Q,498.10,withdrawal,Waters - Wintheiser
GI28ZWIC08U7231L8382059,690.06,withdrawal,Rosenbaum  Waelchi and Little
CR7290801100720800701,842.75,payment,Feest - Frami
PK2030986102812800200864,393.05,payment,Corwin Inc
IL950650030100103001753,746.43,deposit,Howe Inc
MT05VCTK0044265738U93667SO2C436,900.91,deposit,Wintheiser  Kovacek and Stamm
BE41357587780354,600.43,deposit,Moore - Tromp
DE64531008750010500585,600.26,withdrawal,Willms - Nitzsche
AZ56952409250810854170804192,958.35,payment,Ryan and Sons
MK755373S5401S79383,901.51,withdrawal,Kris Group
IE33871V54052377007813,990.99,payment,Abbott LLC
GR5385336422P96622931190776,418.48,withdrawal,Larkin Group
SM43M29105144792L39C39QP205,782.91,withdrawal,Stamm  Dare and Bashirian
AL1995802611ZM82422997672350,908.02,payment,Windler and Sons
FO4419441661060067,979.07,payment,Kling Inc
ME93005951467904216848,579.46,withdrawal,McGlynn  Zboncak and Bode
IT80Y240300600831T6659B6644,750.30,invoice,Grady  Von and Padberg
ES5060700804513688090054,539.32,withdrawal,Medhurst - Bartell
FO1282759004780086,918.25,payment,Hayes  Cummerata and Hansen
LI6373037269S50355392,472.46,invoice,Yost - Lesch
BE38569610090087,110.92,deposit,Swift - Glover
SM69R8006750405751YLK96119Z,136.61,invoice,Hessel  Maggio and Terry
GE96W48345004500074170,825.99,invoice,Haag - Mills
PL18830136495116013100807370,722.97,deposit,Runolfsdottir - Bode
CH9003094T1X26630L214,711.55,invoice,Schinner LLC
DO77ATMI03320973300806057107,818.14,withdrawal,Hand LLC
HR5596007020053709812,178.18,payment,Walter Inc
MD0919867Y27688014EA42EZ,404.25,deposit,Pouros Inc
CY9130300474068843600W742U9W,938.59,payment,Dare - D'Amore
AZ37413130020031752595590075,380.22,invoice,Altenwerth  Schaden and Rohan
AT110497610407480054,946.73,deposit,Spencer  Shields and Hammes
MT77ACUY036575B55979476E8670N4C,977.50,withdrawal,Kemmer Group
MT65IWUN0087017P8405272827M8887,369.88,invoice,Von and Sons
SE0290500259910100510066,661.13,deposit,Larson - Brown
TR9400067088X3SF5997092068,686.12,invoice,Marvin - Cartwright
LV32IWKSG9060130LH2V0,893.31,payment,Kautzer  Hermiston and Greenfelder
BE44494710072175,503.89,invoice,Little  Batz and Gutmann
RS88001005006794210104,648.20,deposit,Kiehn LLC
HU73910763600067400824070865,627.84,invoice,McGlynn - Hoeger
CY066580074996PZ05597O85M126,400.23,payment,Schowalter - Nikolaus
BH71FZMF603C025342H958,783.57,withdrawal,Boyle - Hermann
LU12004852J955M3624L,244.89,withdrawal,Bartoletti - Cassin
IT13O50791008988OX4K9N85470,86.54,deposit,Leffler LLC
FI8120700292003796,335.38,withdrawal,Hammes Group
SK1190300540060980200337,78.40,invoice,Jenkins Inc
ME09045038005037080458,207.48,payment,Hudson and Sons
MC4213603306533OR4422292618,239.30,deposit,Daugherty LLC
IL689020510574124569844,29.10,invoice,Schmeler LLC
MU74TYVH8747290740201005996QVA,413.90,invoice,Dach - Willms
IL474005100080002930189,956.58,deposit,Mraz  Bernier and Zieme
SM85E07743005646D04456UO559,428.02,payment,Bins  Langosh and Orn
IE08870402700968008169,643.56,deposit,King - Hamill
IS234008860080157070670086,205.29,payment,Windler - Moore
AZ30129191200043049986005702,75.23,withdrawal,Fisher Group
IE41049480309980900400,948.43,deposit,Schultz  Zulauf and Schmidt
IE393A1620856850318767,75.45,deposit,Parisian LLC
NO3401110053848,759.28,withdrawal,Carroll Group
SA142434825689795012JC7P,482.20,payment,Davis  Heidenreich and Braun
GT463K08E2075140644R707Z2764,998.08,deposit,Mayer LLC
BH29XVLFE0I4Y211915916,799.41,withdrawal,Emmerich - Bauch
BG03FOUU771561F348601A,608.97,withdrawal,Abshire Group
QA73UCXO4Z91F5356059649700JO2,638.29,payment,Russel Inc
AD950893607926576F9IZ91R,251.80,invoice,Paucek - McClure
GI18VVWX71861B4F2H93780,923.11,payment,Kirlin  Schuster and Roob
PS36029Y007074079500834348004,587.44,payment,Hudson  Mayer and Runolfsson
VG6345971006350060118009,815.78,withdrawal,Roob Inc
KZ120011U13594206118,611.05,withdrawal,Von LLC
TR4800272X01781O570C341330,785.85,invoice,Bruen Group
IS588057551035010074603098,515.82,invoice,Mraz - Oberbrunner
BR9275006581870396867701819N6,411.47,payment,Mitchell  Anderson and Kassulke
TN6640096080108020678884,544.83,invoice,Cummerata Inc
EE918471003060300203,339.98,deposit,Gaylord - Heidenreich
GR9236300722TRI1414C396703C,927.59,deposit,Luettgen  Green and Thiel
BR7652900690719499174300665V5,849.09,deposit,Friesen - Nolan
LT360386292284187008,500.56,withdrawal,Mann Inc
JO63WIDW1118009759000998004430,21.12,deposit,Lowe Group
LU611594986R87179232,478.82,deposit,Kuhic  Ondricka and Conroy
AZ92O36610070055300630148809,948.11,payment,Waters Group
GE50Q60343570099043089,824.01,payment,Feest Group
HU12050205068700205590060046,255.13,invoice,Waelchi LLC
MK3891494P227G95164,36.20,deposit,Tillman and Sons
SK4980840014306280402229,766.22,deposit,Johnson Inc
LI475002606967662944G,910.27,invoice,Medhurst Group
AD4550850493080EQ93114R5,959.62,invoice,Zulauf - Hammes
FR9336450550514S31779C0Q146,488.49,payment,Wilkinson - Daniel
IL120086190308002008231,641.07,withdrawal,Marquardt - Bernier
BE34561090085653,941.28,payment,Kuvalis  Swift and Zulauf
CZ3411004390026400601392,350.40,payment,Rempel Inc
PS22402F750470117270048496281,597.04,deposit,Mitchell Inc
MT73AAAU8772349987XOL667EC66695,793.25,withdrawal,Mraz - Metz
AZ38621705540049125807008863,269.08,withdrawal,Schaden - Dietrich
HU03108561110096900700200712,902.28,invoice,Boyer  Kling and Hackett
IS672850686361006339004303,446.48,payment,Kuhlman  Simonis and Bartoletti
KW74WRDV3018475856582922546455,468.27,invoice,Ruecker - Berge
PK6767300040090820020060,246.35,payment,Hintz LLC
SI98700090020070061,965.90,deposit,Bayer and Sons
MT55DTTK800681K92694547981L26WR,522.40,deposit,Streich  Haag and Huel
PT75220858865002203120609,801.63,deposit,Jacobs - Will
NO5393378820985,739.35,deposit,Howe and Sons
KW77EWWGR2923GZ95L06037185W689,315.71,withdrawal,Hagenes - Barton
ME70478020769499930633,124.38,payment,Ledner and Sons
LV86ESYB8U5173ZVR1241,839.34,deposit,Gibson  Heller and Boehm
ES1959770300662004008007,430.76,payment,Klein LLC
AD960061903091714E083B35,552.85,deposit,Dicki Inc
LI9236002S6E4614CA3E9,172.74,payment,Pacocha  Murray and Funk
PT91570090930165054120417,603.90,deposit,VonRueden  Heidenreich and Prosacco
CR2708708007106006837,289.72,invoice,Moore  Feeney and Terry
FR3082565500216817E06J1Z761,110.59,withdrawal,Little Inc
NO0663321008911,620.48,deposit,Langworth  Luettgen and Kunze
CR0485800010369831421,633.46,invoice,O'Keefe Inc
ES7500072561030204350017,59.53,deposit,O'Conner - Nolan
VG7068530854299810203193,499.90,invoice,Runolfsdottir  Heidenreich and Cartwright
FO3445961300321062,694.69,invoice,Hartmann - Harris
GL2090023003895579,938.96,deposit,Buckridge - Greenholt
MK490444951D7190K55,120.61,deposit,Medhurst Group
GT22171603J3R979807503Q46FM2,925.95,deposit,Hettinger - Feeney
VG034JI96058008060004610,865.60,withdrawal,Quitzon LLC
EE880340039280973280,721.92,deposit,Roob LLC
SI17590037329460612,328.53,withdrawal,Deckow Inc
GE26060095002030800346,567.78,payment,Spencer and Sons
RO77LMTC9309748N38398262,381.68,payment,Johnson  Crona and Kessler
AL8700703413413971U9717P1724,629.53,invoice,Parker Group
QA39CWTI6335173807A6CYJF7579D,943.96,deposit,Fritsch - Batz
DE28102162259081200240,493.21,withdrawal,Schiller - Rohan
MK43095M187T2791933,765.88,deposit,Gibson  Miller and Reilly
ES6938066309510020800669,268.72,invoice,Pacocha - Stamm
PT47000684008094058306038,175.95,payment,Wintheiser - Ziemann
CH61676653PTP6R5A949U,823.92,invoice,Heidenreich - Pagac
RS55001700839006713169,476.56,payment,Satterfield - Abbott
DK6504726714650676,520.79,withdrawal,Thompson - Waelchi
BR6899759368002089012035556L3,943.54,invoice,Bergstrom Inc
IE7722D495672306400757,95.38,deposit,Abshire  Wolf and Hand
PL48907309400800979509409890,376.67,withdrawal,Schumm  Ebert and Parisian
PT15775142690013179079006,510.96,payment,Bednar LLC
DK0490045881050654,409.70,withdrawal,Schroeder Group
LT895031600830707888,269.32,payment,Mraz  Wintheiser and Kshlerin
ES4574690900484637108542,540.09,withdrawal,Ferry Group
SE3892106823510300456530,605.70,deposit,Bernier Group
DK4862394507004001,9.27,deposit,Gutkowski Group
LB2577071O8S02KU7I054OXO380F,671.91,withdrawal,Ward  Keebler and Streich
ME33061660820020702089,52.79,withdrawal,Boehm  Fahey and Kreiger
BR9700380300080335250277001LQ,557.61,invoice,Skiles  Hartmann and Rice
BA229002709105269293,710.59,deposit,Rowe - Heidenreich
TR5187074H378LA468D7483806,656.57,payment,Feeney - Reichel
BH89WXKZ9962L14F18I95M,771.29,deposit,Emmerich - Schowalter
RO73NMQZ11021RZ998481830,179.60,invoice,Baumbach LLC
MU04XBQY0079003002067946775EOR,890.55,withdrawal,Durgan  Schuppe and Russel
SI36006399290539228,555.15,withdrawal,Paucek - Crooks
RO86LCFE8S0Q205149318398,418.33,invoice,Hilpert - Lynch
BA570044531004020055,269.08,payment,Hagenes and Sons
DE51400426837160907352,56.56,invoice,Wiza  Emard and Durgan
LT907101100980036484,194.69,payment,Stoltenberg LLC
DE16303097024100601002,812.00,payment,Bogan  Larkin and Paucek
NL59NKCS7559533221,602.00,invoice,Roberts - Mayer
LV73PJNZR3082E26DJ052,656.73,withdrawal,Kessler  Walter and Wisoky
IL657226907960145590703,731.79,invoice,Hilpert  Macejkovic and Weimann
BH80VOQN60W7881622M26O,127.11,payment,Gaylord  Abbott and Greenfelder
AE510482680552350606172,605.78,deposit,Koepp - Weissnat
HU33933002650040100885900745,722.03,payment,Goldner - Weber
GR646340440231046356RNK488A,265.13,deposit,Swift and Sons
GB58CGCE35406340070573,720.14,deposit,Fritsch - Corkery
BG61EVQL020069O1E48656,524.79,invoice,Treutel  Bahringer and Murphy
ES3489073821958000207521,284.59,deposit,Jacobson  Armstrong and Oberbrunner
PK38N07R5560082027003106,883.24,withdrawal,Schneider  Fahey and Yundt
GE407H2026070701859708,91.66,payment,Lebsack - Collins
LI738001042067MS1353F,410.16,withdrawal,Grimes and Sons
MD829674C471F20599669186,597.40,withdrawal,Watsica and Sons
MK07844302660061148,918.54,deposit,Crona - Stamm
LV47NLQD296G923139S2J,516.82,payment,Armstrong - Corkery
DO74PESS00842790837080027819,517.59,withdrawal,Stroman  Zboncak and Herman
HU16005250056006375007684204,186.37,invoice,Goldner  Johnston and Yundt
GE37588006038410205881,86.94,withdrawal,Zemlak - Schulist
PS49868I235690571835028309008,585.56,withdrawal,Hodkiewicz Inc
LV50GIJQ3QN1858591280,848.80,payment,Wuckert  Ernser and Schaefer
MR9862034300903953574055094,885.84,withdrawal,Jakubowski - Armstrong
IT41E6257704968AQ89S9157899,757.50,deposit,Cartwright  Jacobson and Lemke
NL10ZIVC6990122056,74.47,deposit,Towne Inc
IT39R20058181263K1D4S010682,293.07,payment,Fadel Inc
KZ967471R564K7396649,155.43,withdrawal,Walter - Gulgowski
LI59403078671JC699693,191.06,payment,Hilpert  Wuckert and Grimes
MR6200200413931100307002464,842.83,invoice,Yundt Group
HU39005002703810760707007328,507.92,invoice,Emmerich Inc
GL7803270840806002,541.30,payment,Stoltenberg Inc
MC55040086655937775791K3015,913.03,invoice,Ritchie - Littel
PS79D180960002421220300466387,513.81,withdrawal,Volkman and Sons
LB55000701D766219742097835ST,890.75,payment,Spinka - Fahey
SK0410590745620724880061,579.44,invoice,Smitham - Considine
MT53BTDG2072184391Q3A2B196GV67G,304.92,deposit,Reichert - Raynor
MC38028400109603209977H7256,96.15,deposit,Nolan Inc
MT73XZZJ9606035216XY558804SKD80,627.56,payment,Trantow - Fadel
NO0940514297950,737.75,deposit,Welch - Weber
JO53SVPX7135003279288007000002,152.68,payment,Strosin - Sanford
KW71SOZW3622JP315778173857859H,316.93,payment,VonRueden  Cartwright and Schumm
MT95SOVY87003608581525620JCBT51,776.75,payment,Schaden Group
SA0876205989196006N3M04Y,174.05,deposit,Altenwerth - Kozey
AE166970097195066109755,217.73,payment,Schroeder and Sons
IT90Z504982035569E568G691A7,66.19,withdrawal,Ferry  Schneider and Cummerata
GL5268911318404998,995.37,withdrawal,Farrell LLC
LI8535001289743590095,172.67,deposit,Eichmann - Koepp
IL950020064088030105084,955.22,deposit,Emmerich - Gibson
LU930415411208958775,186.44,deposit,Connelly - Auer
CY9605044294RRG935C191629B70,884.57,invoice,Cole LLC
AE259081450880503002211,230.55,withdrawal,Lueilwitz - Moore
IS639403594006330034500283,487.16,invoice,Borer LLC
SM49D9501105902449034IY7RW3,827.06,withdrawal,Jacobi and Sons
SK1792800690721006991003,32.54,deposit,Davis  Walker and Hoppe
PL58707210560100446701003665,568.13,withdrawal,Koelpin  Senger and Schmeler
MU58NCMY0984376675105206033LUT,323.92,payment,Stamm  Leffler and Kub
BA890933179006203544,150.20,withdrawal,Bradtke Group
XK579047081418366002,300.78,payment,Lynch  DuBuque and Hoeger
ME13289060500530021578,651.20,invoice,Durgan Inc
FR450088908002333GPX5975852,723.37,withdrawal,McGlynn Group
CY7420257726064U80643J6MY4B7,746.93,invoice,Corwin Group
TL124652000314849805033,959.15,payment,Paucek  Maggio and Rowe
CZ6303009020630087930006,323.32,withdrawal,DuBuque LLC
IS511902429009440400849983,480.41,payment,Schowalter and Sons
XK057288940700500712,289.10,invoice,Hoppe - Boyle
DO61YKIE06886001630058793583,610.04,deposit,Schimmel  Terry and Barrows
BH25JGPA50T866223RR5Z7,613.72,payment,Turcotte - Collier
PL75861448495056007260700025,14.97,payment,Klein - Gleichner
TR8000746K358P771777443220,566.14,withdrawal,Bradtke - Schowalter
CY7900500565693MQA4401IC1983,990.49,payment,Kilback and Sons
CY3040759074P032883496673L07,81.08,withdrawal,Heaney - Reilly
RS93003500165930503180,699.53,invoice,Christiansen Inc
LI9896821642480372726,375.66,deposit,Kshlerin and Sons
SI82706409978017720,551.16,deposit,Thiel Group
SA5535930508118644Y12784,961.19,invoice,Koch  Gutmann and Beahan
ME83170880088009441003,597.20,deposit,Nienow  Rippin and Welch
GI13YZIL807S4717155CS67,608.93,deposit,Nitzsche Group
BE81070800620002,491.97,payment,Stiedemann  Harvey and Leuschke
GI17WXIS88HXOK437R940N9,964.64,deposit,Reinger  Sipes and Aufderhar
BG92WZES288024184398B9,88.14,deposit,Hahn LLC
FR1609855007619955755732806,18.58,payment,Walsh  Ziemann and Marks
CZ3207507480025605070762,421.19,deposit,Yundt and Sons
QA97EOUH4718075475630674Z51Z5,875.88,payment,Pfeffer  Moore and Schaden
